"UID","Xsugg","Ysugg","Type"
,706519.70,3972527.30,"tract"
,706520.50,3972548.10,"tract"
,706520.30,3972558.40,"tract"
,706520.20,3972506.10,"tract"
,706519.50,3972498.70,"tract"
,706518.90,3972578.40,"tract"
,706519.30,3972591.00,"tract"
,706520.60,3972500.60,"tract"
,706520.10,3972577.90,"tract"
,706519.40,3972520.40,"tract"
,706519.50,3972578.30,"tract"
,706520.30,3972506.80,"tract"
,706520.30,3972510.90,"tract"
,706519.50,3972516.90,"tract"
,706520.60,3972597.20,"tract"
,706520.70,3972546.90,"tract"
,706534.50,3972550.20,"tract"
,706534.00,3972579.30,"tract"
,706534.00,3972562.00,"tract"
,706534.20,3972537.80,"tract"
,706534.40,3972543.90,"tract"
,706533.90,3972520.20,"tract"
,706534.10,3972519.40,"tract"
,706534.70,3972554.20,"tract"
,706533.50,3972512.80,"tract"
,706533.50,3972508.70,"tract"
,706535.30,3972563.90,"tract"
,706533.70,3972548.50,"tract"
,706535.30,3972565.40,"tract"
,706534.80,3972558.30,"tract"
,706533.60,3972592.40,"tract"
,706533.70,3972595.10,"tract"
,706533.90,3972507.80,"tract"
,706533.40,3972557.20,"tract"
,706534.90,3972597.40,"tract"
,706534.40,3972541.80,"tract"
,706535.00,3972516.40,"tract"
,706534.10,3972597.80,"tract"
,706533.60,3972579.40,"tract"
,706535.30,3972561.70,"tract"
,706534.00,3972550.00,"tract"
,706534.50,3972537.00,"tract"
,706548.50,3972581.60,"tract"
,706548.60,3972502.70,"tract"
,706548.80,3972577.60,"tract"
,706549.00,3972520.10,"tract"
,706548.00,3972593.30,"tract"
,706547.90,3972592.10,"tract"
,706548.90,3972538.90,"tract"
,706548.60,3972556.90,"tract"
,706548.90,3972540.10,"tract"
,706548.00,3972562.40,"tract"
,706549.70,3972574.10,"tract"
,706548.60,3972561.90,"tract"
,706549.60,3972536.00,"tract"
,706548.80,3972504.20,"tract"
,706548.30,3972537.70,"tract"
,706549.30,3972536.90,"tract"
,706548.50,3972510.00,"tract"
,706548.90,3972536.20,"tract"
,706548.70,3972591.40,"tract"
,706549.20,3972506.40,"tract"
,706549.50,3972536.30,"tract"
,706549.20,3972550.10,"tract"
,706548.40,3972537.70,"tract"
,706549.10,3972522.10,"tract"
,706548.50,3972542.00,"tract"
,706549.30,3972498.60,"tract"
,706548.10,3972591.20,"tract"
,706547.90,3972571.60,"tract"
,706548.40,3972532.00,"tract"
,706549.10,3972519.40,"tract"
,706548.90,3972515.00,"tract"
,706549.30,3972539.10,"tract"
,706547.90,3972589.60,"tract"
,706548.50,3972594.50,"tract"
,706548.90,3972511.30,"tract"
,706549.90,3972563.60,"tract"
,706548.90,3972555.30,"tract"
,706548.80,3972559.40,"tract"
,706548.40,3972531.40,"tract"
,706549.50,3972563.20,"tract"
,706549.30,3972590.30,"tract"
,706548.40,3972554.00,"tract"
,706549.00,3972516.30,"tract"
,706548.40,3972527.70,"tract"
,706549.30,3972518.60,"tract"
,706549.40,3972563.40,"tract"
,706547.90,3972512.30,"tract"
,706547.90,3972593.30,"tract"
,706548.60,3972547.70,"tract"
,706549.20,3972545.10,"tract"
,706549.70,3972566.50,"tract"
,706548.40,3972525.90,"tract"
,706549.90,3972516.50,"tract"
,706548.70,3972514.10,"tract"
,706563.90,3972585.20,"tract"
,706563.20,3972541.70,"tract"
,706563.40,3972507.40,"tract"
,706563.20,3972504.20,"tract"
,706563.10,3972575.40,"tract"
,706564.30,3972584.40,"tract"
,706562.60,3972531.50,"tract"
,706563.80,3972578.00,"tract"
,706563.60,3972563.10,"tract"
,706564.20,3972574.20,"tract"
,706564.10,3972549.60,"tract"
,706563.10,3972563.40,"tract"
,706562.90,3972568.20,"tract"
,706564.00,3972521.10,"tract"
,706563.80,3972554.50,"tract"
,706562.60,3972554.20,"tract"
,706564.20,3972554.50,"tract"
,706563.00,3972513.70,"tract"
,706562.90,3972506.30,"tract"
,706563.20,3972514.90,"tract"
,706562.60,3972506.70,"tract"
,706562.90,3972531.70,"tract"
,706563.40,3972569.80,"tract"
,706562.50,3972582.60,"tract"
,706562.80,3972588.60,"tract"
,706563.10,3972548.30,"tract"
,706563.00,3972538.30,"tract"
,706564.00,3972535.60,"tract"
,706563.60,3972570.50,"tract"
,706562.80,3972526.10,"tract"
,706564.30,3972497.90,"tract"
,706563.60,3972574.00,"tract"
,706563.80,3972510.20,"tract"
,706564.00,3972546.20,"tract"
,706563.90,3972507.20,"tract"
,706564.00,3972584.40,"tract"
,706563.50,3972518.70,"tract"
,706564.10,3972549.00,"tract"
,706562.70,3972572.10,"tract"
,706563.40,3972518.00,"tract"
,706563.20,3972508.20,"tract"
,706562.50,3972591.60,"tract"
,706563.40,3972579.80,"tract"
,706562.90,3972589.20,"tract"
,706562.80,3972551.10,"tract"
,706562.90,3972585.40,"tract"
,706563.30,3972568.20,"tract"
,706336.60,3972703.80,"tract"
,706307.60,3972711.60,"tract"
,706292.20,3972730.10,"tract"
,706291.50,3972680.40,"tract"
,706290.50,3972719.00,"tract"
,706276.90,3972695.30,"tract"
,706275.80,3972700.50,"tract"
,706355.90,3972744.60,"tract"
,706337.90,3972760.40,"tract"
,706356.40,3972745.00,"tract"
,706331.80,3972765.00,"tract"
,706362.20,3972739.30,"tract"
,706340.30,3972759.40,"tract"
,706351.90,3972748.30,"tract"
,706351.00,3972748.60,"tract"
,706338.20,3972723.60,"tract"
,706343.40,3972717.90,"tract"
,706348.30,3972574.50,"tract"
,706347.90,3972532.40,"tract"
,706348.50,3972614.10,"tract"
,706347.90,3972538.70,"tract"
,706348.00,3972537.00,"tract"
,706348.20,3972533.00,"tract"
,706366.40,3972532.70,"tract"
,706364.80,3972544.00,"tract"
,706365.20,3972580.80,"tract"
,706364.80,3972582.90,"tract"
,706364.90,3972586.00,"tract"
,706366.30,3972530.60,"tract"
,706366.20,3972542.70,"tract"
,706382.80,3972557.10,"tract"
,706383.70,3972570.00,"tract"
,706383.30,3972619.00,"tract"
,706383.00,3972606.60,"tract"
,706382.90,3972604.00,"tract"
,706382.30,3972568.10,"tract"
,706383.60,3972532.50,"tract"
,706383.70,3972572.70,"tract"
,706382.50,3972582.40,"tract"
,706400.80,3972530.10,"tract"
,706400.40,3972616.20,"tract"
,706400.60,3972557.70,"tract"
,706400.90,3972539.20,"tract"
,706400.90,3972601.60,"tract"
,706400.20,3972605.50,"tract"
,706400.00,3972595.50,"tract"
,706400.80,3972529.40,"tract"
,706399.80,3972615.30,"tract"
,706399.60,3972596.00,"tract"
,706399.20,3972611.80,"tract"
,706399.40,3972583.80,"tract"
,706399.10,3972529.60,"tract"
,706399.50,3972561.90,"tract"
,706399.60,3972615.60,"tract"
,706399.10,3972593.50,"tract"
,706400.60,3972592.90,"tract"
,706400.00,3972555.80,"tract"
,706418.00,3972571.70,"tract"
,706417.70,3972572.60,"tract"
,706416.80,3972539.60,"tract"
,706416.50,3972548.10,"tract"
,706417.10,3972586.80,"tract"
,706416.30,3972550.70,"tract"
,706416.70,3972556.60,"tract"
,706417.20,3972598.20,"tract"
,706416.40,3972547.90,"tract"
,706416.80,3972594.90,"tract"
,706416.70,3972592.30,"tract"
,706417.80,3972602.60,"tract"
,706416.70,3972538.00,"tract"
,706416.40,3972564.90,"tract"
,706417.60,3972541.60,"tract"
,706417.60,3972598.00,"tract"
,706416.80,3972562.70,"tract"
,706417.50,3972555.80,"tract"
,706336.10,3972613.30,"tract"
,706336.80,3972640.80,"tract"
,706336.80,3972622.30,"tract"
,706335.10,3972586.00,"tract"
,706335.60,3972648.70,"tract"
,706335.20,3972636.30,"tract"
,706335.20,3972611.80,"tract"
,706336.30,3972674.50,"tract"
,706336.30,3972616.50,"tract"
,706335.80,3972600.50,"tract"
,706336.70,3972644.90,"tract"
,706337.10,3972585.00,"tract"
,706336.40,3972637.80,"tract"
,706335.90,3972611.80,"tract"
,706335.40,3972599.40,"tract"
,706336.30,3972594.40,"tract"
,706336.60,3972633.90,"tract"
,706335.60,3972606.40,"tract"
,706321.00,3972635.90,"tract"
,706321.40,3972585.20,"tract"
,706320.40,3972648.30,"tract"
,706321.60,3972608.00,"tract"
,706321.50,3972600.10,"tract"
,706319.90,3972641.90,"tract"
,706321.80,3972616.90,"tract"
,706319.90,3972590.10,"tract"
,706320.50,3972621.10,"tract"
,706321.00,3972638.40,"tract"
,706320.80,3972597.30,"tract"
,706320.30,3972613.60,"tract"
,706305.70,3972605.40,"tract"
,706304.70,3972650.90,"tract"
,706306.10,3972631.90,"tract"
,706305.80,3972597.70,"tract"
,706305.90,3972650.00,"tract"
,706306.10,3972636.20,"tract"
,706306.20,3972608.80,"tract"
,706305.20,3972640.60,"tract"
,706306.40,3972629.90,"tract"
,706289.90,3972661.90,"tract"
,706291.00,3972676.40,"tract"
,706289.30,3972606.80,"tract"
,706289.80,3972610.90,"tract"
,706289.30,3972676.30,"tract"
,706289.50,3972645.60,"tract"
,706290.10,3972631.80,"tract"
,706290.80,3972619.70,"tract"
,706290.30,3972646.40,"tract"
,706289.50,3972587.00,"tract"
,706290.50,3972617.40,"tract"
,706289.50,3972598.80,"tract"
,706289.60,3972604.00,"tract"
,706290.00,3972601.80,"tract"
,706291.10,3972644.90,"tract"
,706289.60,3972635.30,"tract"
,706290.60,3972599.20,"tract"
,706290.70,3972591.10,"tract"
,706289.30,3972653.20,"tract"
,706274.90,3972640.00,"tract"
,706274.80,3972655.30,"tract"
,706275.80,3972670.30,"tract"
,706335.00,3972576.70,"tract"
,706334.80,3972516.50,"tract"
,706334.30,3972553.60,"tract"
,706333.60,3972545.70,"tract"
,706334.30,3972547.00,"tract"
,706334.20,3972501.90,"tract"
,706333.80,3972517.10,"tract"
,706334.40,3972583.30,"tract"
,706334.50,3972499.70,"tract"
,706334.80,3972574.10,"tract"
,706334.50,3972505.40,"tract"
,706334.60,3972568.30,"tract"
,706333.70,3972551.60,"tract"
,706334.10,3972579.00,"tract"
,706334.10,3972560.00,"tract"
,706333.60,3972498.50,"tract"
,706333.50,3972562.00,"tract"
,706333.30,3972543.20,"tract"
,706333.60,3972497.70,"tract"
,706333.40,3972553.00,"tract"
,706319.60,3972516.10,"tract"
,706319.80,3972576.30,"tract"
,706319.50,3972517.50,"tract"
,706318.60,3972552.00,"tract"
,706318.20,3972576.70,"tract"
,706318.70,3972536.50,"tract"
,706319.90,3972558.10,"tract"
,706318.60,3972583.90,"tract"
,706319.00,3972566.80,"tract"
,706318.10,3972562.10,"tract"
,706318.70,3972514.40,"tract"
,706318.50,3972513.80,"tract"
,706303.10,3972577.70,"tract"
,706303.60,3972516.20,"tract"
,706303.20,3972546.60,"tract"
,706303.30,3972561.90,"tract"
,706289.40,3972500.90,"tract"
,706288.90,3972551.20,"tract"
,706289.00,3972549.10,"tract"
,706288.20,3972563.20,"tract"
,706274.40,3972506.00,"tract"
,706273.10,3972543.90,"tract"
,706273.70,3972543.10,"tract"
,706272.90,3972533.90,"tract"
,706273.00,3972562.70,"tract"
,706274.50,3972573.20,"tract"
,706273.80,3972545.40,"tract"
,706334.30,3972382.30,"tract"
,706334.10,3972313.00,"tract"
,706332.70,3972387.20,"tract"
,706334.00,3972343.70,"tract"
,706334.50,3972309.70,"tract"
,706333.40,3972340.90,"tract"
,706334.20,3972338.60,"tract"
,706334.10,3972313.20,"tract"
,706333.00,3972331.40,"tract"
,706333.50,3972398.60,"tract"
,706333.90,3972386.80,"tract"
,706332.60,3972400.30,"tract"
,706333.00,3972389.90,"tract"
,706333.50,3972327.50,"tract"
,706333.80,3972338.20,"tract"
,706333.00,3972351.90,"tract"
,706332.80,3972381.60,"tract"
,706317.90,3972357.30,"tract"
,706318.10,3972389.00,"tract"
,706318.70,3972387.70,"tract"
,706318.10,3972330.90,"tract"
,706318.50,3972331.40,"tract"
,706317.80,3972386.00,"tract"
,706319.20,3972325.10,"tract"
,706318.70,3972310.80,"tract"
,706319.20,3972344.10,"tract"
,706318.40,3972327.00,"tract"
,706317.80,3972336.00,"tract"
,706318.50,3972308.60,"tract"
,706318.00,3972377.30,"tract"
,706318.20,3972334.70,"tract"
,706317.90,3972376.00,"tract"
,706317.40,3972403.00,"tract"
,706318.90,3972372.10,"tract"
,706317.80,3972359.80,"tract"
,706317.60,3972384.00,"tract"
,706318.20,3972332.70,"tract"
,706317.30,3972373.20,"tract"
,706302.00,3972324.60,"tract"
,706303.40,3972330.60,"tract"
,706302.50,3972311.20,"tract"
,706303.40,3972384.70,"tract"
,706302.30,3972362.20,"tract"
,706302.60,3972361.30,"tract"
,706302.70,3972307.80,"tract"
,706302.90,3972322.60,"tract"
,706303.70,3972385.90,"tract"
,706302.30,3972365.90,"tract"
,706303.40,3972382.90,"tract"
,706303.60,3972349.50,"tract"
,706302.90,3972328.50,"tract"
,706303.80,3972313.30,"tract"
,706303.70,3972353.70,"tract"
,706302.00,3972348.40,"tract"
,706302.20,3972381.40,"tract"
,706302.00,3972395.40,"tract"
,706302.40,3972319.50,"tract"
,706302.90,3972353.50,"tract"
,706287.30,3972372.70,"tract"
,706287.40,3972309.20,"tract"
,706288.20,3972327.50,"tract"
,706286.90,3972310.60,"tract"
,706287.10,3972389.20,"tract"
,706288.20,3972356.80,"tract"
,706287.90,3972324.60,"tract"
,706287.20,3972316.40,"tract"
,706287.20,3972345.90,"tract"
,706287.50,3972346.20,"tract"
,706287.20,3972396.70,"tract"
,706287.80,3972379.60,"tract"
,706288.10,3972320.40,"tract"
,706287.20,3972402.90,"tract"
,706287.10,3972338.70,"tract"
,706286.80,3972372.90,"tract"
,706286.90,3972314.10,"tract"
,706288.50,3972350.00,"tract"
,706287.80,3972370.80,"tract"
,706287.40,3972367.80,"tract"
,706287.90,3972395.80,"tract"
,706287.80,3972328.00,"tract"
,706287.50,3972326.50,"tract"
,706286.80,3972395.10,"tract"
,706288.30,3972367.10,"tract"
,706286.70,3972365.80,"tract"
,706287.30,3972369.40,"tract"
,706288.00,3972398.00,"tract"
,706286.70,3972383.20,"tract"
,706286.50,3972332.50,"tract"
,706286.50,3972371.80,"tract"
,706287.80,3972374.40,"tract"
,706288.10,3972332.40,"tract"
,706287.20,3972367.10,"tract"
,706287.30,3972345.20,"tract"
,706286.60,3972330.20,"tract"
,706287.20,3972360.70,"tract"
,706288.50,3972353.90,"tract"
,706272.70,3972391.50,"tract"
,706271.70,3972326.20,"tract"
,706271.90,3972347.40,"tract"
,706271.70,3972351.40,"tract"
,706272.70,3972370.10,"tract"
,706271.50,3972335.00,"tract"
,706271.50,3972334.40,"tract"
,706271.90,3972354.00,"tract"
,706271.30,3972326.40,"tract"
,706272.80,3972384.80,"tract"
,706271.90,3972382.80,"tract"
,706273.00,3972339.90,"tract"
,706272.80,3972349.20,"tract"
,706271.20,3972320.20,"tract"
,706271.90,3972334.70,"tract"
,706271.70,3972318.30,"tract"
,706271.70,3972331.90,"tract"
,706272.20,3972327.20,"tract"
,706272.90,3972337.60,"tract"
,706271.90,3972377.60,"tract"
,706271.50,3972401.90,"tract"
,706272.90,3972313.00,"tract"
,706271.50,3972320.00,"tract"
,706273.10,3972351.30,"tract"
,706271.50,3972396.20,"tract"
,706272.50,3972335.50,"tract"
,706271.30,3972325.30,"tract"
,706271.40,3972342.70,"tract"
,706272.30,3972385.60,"tract"
,706271.50,3972364.50,"tract"
,706273.10,3972368.30,"tract"
,706273.10,3972390.90,"tract"
,706272.40,3972341.20,"tract"
,706272.90,3972329.60,"tract"
,706272.30,3972388.10,"tract"
,706272.80,3972328.10,"tract"
,706271.50,3972372.30,"tract"
,706272.70,3972358.70,"tract"
,706271.80,3972390.60,"tract"
,706271.40,3972398.80,"tract"
,706273.00,3972393.50,"tract"
,706271.20,3972348.70,"tract"
,706333.10,3972471.10,"tract"
,706333.00,3972449.50,"tract"
,706332.70,3972478.90,"tract"
,706334.60,3972412.10,"tract"
,706333.10,3972411.40,"tract"
,706333.50,3972437.50,"tract"
,706334.00,3972446.70,"tract"
,706333.00,3972459.50,"tract"
,706334.30,3972496.00,"tract"
,706334.20,3972409.70,"tract"
,706334.60,3972443.50,"tract"
,706333.30,3972418.40,"tract"
,706334.60,3972410.90,"tract"
,706333.40,3972427.30,"tract"
,706332.70,3972432.90,"tract"
,706332.90,3972491.90,"tract"
,706333.40,3972446.00,"tract"
,706334.60,3972458.20,"tract"
,706332.80,3972473.70,"tract"
,706333.20,3972447.10,"tract"
,706334.40,3972444.10,"tract"
,706334.50,3972430.80,"tract"
,706334.00,3972449.00,"tract"
,706333.50,3972486.20,"tract"
,706333.30,3972463.30,"tract"
,706334.70,3972457.20,"tract"
,706332.70,3972441.30,"tract"
,706333.60,3972407.50,"tract"
,706334.10,3972493.40,"tract"
,706334.60,3972496.20,"tract"
,706332.80,3972495.80,"tract"
,706334.40,3972438.70,"tract"
,706333.70,3972412.80,"tract"
,706333.70,3972447.00,"tract"
,706334.10,3972422.30,"tract"
,706333.60,3972426.30,"tract"
,706334.10,3972441.00,"tract"
,706333.90,3972422.60,"tract"
,706334.30,3972471.20,"tract"
,706332.90,3972483.20,"tract"
,706333.50,3972445.20,"tract"
,706332.70,3972487.50,"tract"
,706333.70,3972484.90,"tract"
,706333.70,3972484.80,"tract"
,706334.40,3972486.40,"tract"
,706332.80,3972438.70,"tract"
,706332.80,3972458.50,"tract"
,706334.40,3972488.90,"tract"
,706334.00,3972495.60,"tract"
,706333.00,3972424.30,"tract"
,706332.80,3972470.20,"tract"
,706334.40,3972418.00,"tract"
,706333.40,3972466.10,"tract"
,706333.60,3972445.90,"tract"
,706334.50,3972446.70,"tract"
,706333.40,3972423.70,"tract"
,706332.80,3972478.00,"tract"
,706333.90,3972492.70,"tract"
,706333.30,3972437.80,"tract"
,706333.10,3972486.70,"tract"
,706333.40,3972434.20,"tract"
,706333.30,3972438.30,"tract"
,706333.70,3972407.20,"tract"
,706332.90,3972479.50,"tract"
,706334.10,3972443.70,"tract"
,706334.60,3972494.20,"tract"
,706334.60,3972416.30,"tract"
,706334.20,3972450.20,"tract"
,706333.40,3972479.50,"tract"
,706333.00,3972468.40,"tract"
,706319.20,3972439.10,"tract"
,706319.50,3972491.40,"tract"
,706318.50,3972465.80,"tract"
,706319.20,3972452.00,"tract"
,706318.60,3972430.30,"tract"
,706319.10,3972450.20,"tract"
,706318.40,3972437.80,"tract"
,706318.60,3972452.30,"tract"
,706319.10,3972434.60,"tract"
,706319.30,3972411.30,"tract"
,706318.80,3972433.60,"tract"
,706318.40,3972409.70,"tract"
,706319.50,3972481.00,"tract"
,706319.20,3972448.50,"tract"
,706318.10,3972456.60,"tract"
,706319.40,3972448.90,"tract"
,706318.80,3972464.70,"tract"
,706318.50,3972466.10,"tract"
,706319.20,3972493.70,"tract"
,706319.30,3972454.30,"tract"
,706319.40,3972476.60,"tract"
,706318.40,3972434.40,"tract"
,706319.10,3972468.90,"tract"
,706318.20,3972494.50,"tract"
,706318.00,3972473.70,"tract"
,706318.60,3972437.70,"tract"
,706319.50,3972478.30,"tract"
,706318.70,3972491.90,"tract"
,706318.40,3972420.30,"tract"
,706318.50,3972437.60,"tract"
,706317.70,3972460.40,"tract"
,706317.90,3972459.30,"tract"
,706318.90,3972429.60,"tract"
,706317.80,3972415.00,"tract"
,706318.00,3972432.00,"tract"
,706317.60,3972452.00,"tract"
,706319.00,3972433.50,"tract"
,706317.80,3972417.20,"tract"
,706318.40,3972440.50,"tract"
,706318.00,3972426.40,"tract"
,706303.20,3972418.30,"tract"
,706303.30,3972416.20,"tract"
,706302.60,3972422.90,"tract"
,706302.70,3972476.70,"tract"
,706302.90,3972472.50,"tract"
,706304.00,3972450.50,"tract"
,706303.30,3972441.80,"tract"
,706303.20,3972408.00,"tract"
,706304.30,3972455.10,"tract"
,706302.60,3972483.10,"tract"
,706302.70,3972448.80,"tract"
,706304.30,3972447.90,"tract"
,706304.00,3972422.00,"tract"
,706302.60,3972449.00,"tract"
,706304.00,3972426.40,"tract"
,706304.20,3972440.10,"tract"
,706302.90,3972484.10,"tract"
,706304.00,3972491.80,"tract"
,706303.10,3972435.80,"tract"
,706304.00,3972461.00,"tract"
,706303.10,3972475.00,"tract"
,706304.30,3972442.70,"tract"
,706303.70,3972474.50,"tract"
,706302.90,3972487.50,"tract"
,706303.10,3972473.10,"tract"
,706303.50,3972436.60,"tract"
,706304.20,3972428.80,"tract"
,706303.00,3972445.00,"tract"
,706302.60,3972469.00,"tract"
,706303.30,3972485.40,"tract"
,706302.90,3972405.80,"tract"
,706302.50,3972443.90,"tract"
,706303.60,3972413.50,"tract"
,706303.80,3972430.50,"tract"
,706302.90,3972496.30,"tract"
,706302.80,3972447.90,"tract"
,706303.50,3972454.60,"tract"
,706302.50,3972464.70,"tract"
,706302.80,3972443.00,"tract"
,706303.10,3972416.40,"tract"
,706303.80,3972415.50,"tract"
,706303.70,3972420.60,"tract"
,706304.40,3972446.20,"tract"
,706288.60,3972446.40,"tract"
,706288.30,3972411.40,"tract"
,706288.00,3972482.00,"tract"
,706287.80,3972453.10,"tract"
,706287.90,3972440.90,"tract"
,706288.20,3972422.90,"tract"
,706287.80,3972472.50,"tract"
,706287.40,3972489.30,"tract"
,706289.30,3972440.70,"tract"
,706289.00,3972437.80,"tract"
,706287.90,3972472.10,"tract"
,706288.20,3972421.40,"tract"
,706288.10,3972482.20,"tract"
,706287.30,3972403.60,"tract"
,706288.40,3972485.60,"tract"
,706288.70,3972480.40,"tract"
,706288.80,3972454.90,"tract"
,706289.20,3972465.80,"tract"
,706289.30,3972489.00,"tract"
,706287.50,3972452.40,"tract"
,706288.00,3972433.80,"tract"
,706288.70,3972444.10,"tract"
,706288.80,3972478.10,"tract"
,706287.90,3972488.20,"tract"
,706289.00,3972441.90,"tract"
,706287.60,3972451.30,"tract"
,706289.00,3972420.10,"tract"
,706288.90,3972484.10,"tract"
,706287.40,3972498.00,"tract"
,706287.60,3972464.60,"tract"
,706288.10,3972492.00,"tract"
,706288.40,3972415.20,"tract"
,706287.80,3972473.50,"tract"
,706287.90,3972468.80,"tract"
,706288.30,3972461.90,"tract"
,706288.00,3972478.10,"tract"
,706288.90,3972425.70,"tract"
,706287.80,3972408.80,"tract"
,706287.90,3972497.90,"tract"
,706288.00,3972472.60,"tract"
,706273.00,3972455.00,"tract"
,706272.80,3972426.80,"tract"
,706273.80,3972454.50,"tract"
,706273.60,3972419.90,"tract"
,706332.30,3972293.20,"tract"
,706316.90,3972276.50,"tract"
,706317.60,3972286.00,"tract"
,706316.40,3972213.60,"tract"
,706285.50,3972227.00,"tract"
,706286.50,3972271.40,"tract"
,706271.10,3972248.50,"tract"
,706271.00,3972250.90,"tract"
,706347.20,3972305.70,"tract"
,706348.10,3972340.00,"tract"
,706347.90,3972261.10,"tract"
,706347.70,3972255.60,"tract"
,706346.90,3972284.70,"tract"
,706364.80,3972284.20,"tract"
,706366.00,3972301.00,"tract"
,706365.90,3972272.70,"tract"
,706364.80,3972262.20,"tract"
,706382.80,3972274.70,"tract"
,706400.40,3972280.60,"tract"
,706399.30,3972322.40,"tract"
,706399.10,3972318.00,"tract"
,706400.40,3972269.40,"tract"
,706399.20,3972285.50,"tract"
,706399.10,3972280.60,"tract"
,706400.20,3972322.70,"tract"
,706400.30,3972263.00,"tract"
,706398.70,3972257.20,"tract"
,706399.00,3972340.90,"tract"
,706399.50,3972334.50,"tract"
,706399.10,3972323.60,"tract"
,706399.10,3972259.60,"tract"
,706399.10,3972347.90,"tract"
,706399.30,3972308.80,"tract"
,706416.80,3972253.10,"tract"
,706417.60,3972292.90,"tract"
,706417.10,3972261.90,"tract"
,706417.50,3972290.10,"tract"
,706416.20,3972252.50,"tract"
,706416.50,3972267.50,"tract"
,706416.10,3972284.90,"tract"
,706416.30,3972300.50,"tract"
,706417.00,3972342.50,"tract"
,706417.50,3972323.30,"tract"
,706417.10,3972337.60,"tract"
,706417.20,3972258.30,"tract"
,706416.20,3972268.50,"tract"
,706416.70,3972272.30,"tract"
,706492.00,3972283.90,"tract"
,706476.90,3972266.50,"tract"
,706476.40,3972262.40,"tract"
,706477.10,3972278.00,"tract"
,706477.10,3972264.10,"tract"
,706462.00,3972276.80,"tract"
,706462.40,3972264.50,"tract"
,706448.20,3972263.10,"tract"
,706447.90,3972273.80,"tract"
,706447.80,3972262.70,"tract"
,706447.90,3972280.40,"tract"
,706448.00,3972278.80,"tract"
,706431.70,3972255.40,"tract"
,706433.30,3972259.60,"tract"
,706432.40,3972278.80,"tract"
,706417.60,3972241.70,"tract"
,706417.40,3972245.60,"tract"
,706415.90,3972237.30,"tract"
,706398.40,3972223.20,"tract"
,706398.20,3972230.40,"tract"
,706399.50,3972243.70,"tract"
,706380.80,3972217.10,"tract"
,706382.60,3972247.60,"tract"
,706345.80,3972211.30,"tract"
,706347.10,3972225.70,"tract"
,706491.90,3972320.60,"tract"
,706491.50,3972346.90,"tract"
,706490.40,3972363.90,"tract"
,706491.70,3972284.80,"tract"
,706491.60,3972284.70,"tract"
,706491.80,3972313.00,"tract"
,706491.30,3972308.90,"tract"
,706492.00,3972317.30,"tract"
,706492.00,3972324.60,"tract"
,706491.60,3972309.50,"tract"
,706491.70,3972349.40,"tract"
,706492.10,3972344.00,"tract"
,706491.50,3972295.40,"tract"
,706492.00,3972356.60,"tract"
,706491.20,3972355.50,"tract"
,706490.90,3972341.00,"tract"
,706492.40,3972303.00,"tract"
,706492.30,3972346.10,"tract"
,706491.20,3972285.20,"tract"
,706491.80,3972360.10,"tract"
,706492.10,3972310.30,"tract"
,706491.60,3972325.80,"tract"
,706491.80,3972286.50,"tract"
,706490.70,3972290.30,"tract"
,706491.40,3972312.80,"tract"
,706491.30,3972365.90,"tract"
,706490.90,3972353.60,"tract"
,706492.00,3972332.60,"tract"
,706491.20,3972336.60,"tract"
,706492.00,3972328.10,"tract"
,706492.00,3972327.60,"tract"
,706490.90,3972310.60,"tract"
,706492.30,3972292.90,"tract"
,706490.70,3972340.80,"tract"
,706491.00,3972318.00,"tract"
,706477.40,3972342.60,"tract"
,706476.10,3972307.30,"tract"
,706475.70,3972352.50,"tract"
,706476.70,3972343.50,"tract"
,706475.70,3972291.80,"tract"
,706475.80,3972289.00,"tract"
,706477.60,3972335.70,"tract"
,706477.00,3972364.10,"tract"
,706476.50,3972284.50,"tract"
,706476.80,3972314.30,"tract"
,706476.00,3972300.10,"tract"
,706477.60,3972322.10,"tract"
,706476.00,3972337.50,"tract"
,706476.90,3972366.50,"tract"
,706477.10,3972343.20,"tract"
,706476.50,3972348.80,"tract"
,706477.60,3972308.10,"tract"
,706462.60,3972321.40,"tract"
,706462.20,3972341.20,"tract"
,706462.80,3972323.40,"tract"
,706462.50,3972350.00,"tract"
,706461.20,3972320.00,"tract"
,706461.50,3972321.40,"tract"
,706461.00,3972328.00,"tract"
,706461.10,3972291.90,"tract"
,706461.50,3972313.20,"tract"
,706462.90,3972338.80,"tract"
,706461.40,3972358.20,"tract"
,706462.00,3972342.30,"tract"
,706461.40,3972351.70,"tract"
,706461.60,3972350.80,"tract"
,706462.10,3972364.10,"tract"
,706447.10,3972301.10,"tract"
,706447.60,3972295.20,"tract"
,706448.10,3972342.50,"tract"
,706446.50,3972291.70,"tract"
,706446.60,3972348.70,"tract"
,706447.50,3972353.30,"tract"
,706447.80,3972367.20,"tract"
,706447.10,3972291.30,"tract"
,706448.20,3972338.90,"tract"
,706447.90,3972293.90,"tract"
,706447.50,3972339.50,"tract"
,706446.40,3972342.90,"tract"
,706448.20,3972340.60,"tract"
,706446.90,3972319.30,"tract"
,706447.80,3972326.20,"tract"
,706446.60,3972297.20,"tract"
,706446.30,3972345.70,"tract"
,706448.00,3972356.50,"tract"
,706446.90,3972338.10,"tract"
,706447.80,3972334.80,"tract"
,706446.60,3972310.70,"tract"
,706447.50,3972349.50,"tract"
