"UID","Xsugg","Ysugg","Type"
,706447.90,3972288.20,"tract"
,706447.40,3972340.50,"tract"
,706446.30,3972365.90,"tract"
,706446.90,3972300.90,"tract"
,706447.50,3972367.20,"tract"
,706446.70,3972361.80,"tract"
,706447.10,3972355.80,"tract"
,706446.40,3972313.70,"tract"
,706447.30,3972334.30,"tract"
,706447.90,3972317.20,"tract"
,706433.10,3972298.20,"tract"
,706432.90,3972299.20,"tract"
,706432.10,3972309.80,"tract"
,706432.70,3972288.30,"tract"
,706432.80,3972343.20,"tract"
,706432.30,3972353.10,"tract"
,706433.30,3972316.30,"tract"
,706431.80,3972311.10,"tract"
,706431.90,3972312.60,"tract"
,706433.50,3972294.80,"tract"
,706432.20,3972320.20,"tract"
,706432.10,3972334.20,"tract"
,706433.20,3972327.80,"tract"
,706432.70,3972295.60,"tract"
,706433.50,3972357.20,"tract"
,706431.90,3972343.60,"tract"
,706432.60,3972349.30,"tract"
,706432.00,3972334.80,"tract"
,706431.70,3972323.00,"tract"
,706431.70,3972321.90,"tract"
,706432.40,3972302.30,"tract"
,706433.50,3972324.70,"tract"
,706432.20,3972350.00,"tract"
,706433.00,3972289.40,"tract"
,706432.10,3972285.80,"tract"
,706433.30,3972320.30,"tract"
,706431.80,3972347.20,"tract"
,706433.40,3972346.10,"tract"
,706631.30,3972449.90,"tract"
,706632.90,3972446.70,"tract"
,706614.00,3972401.80,"tract"
,706613.50,3972373.70,"tract"
,706614.90,3972389.40,"tract"
,706613.50,3972434.20,"tract"
,706613.00,3972427.60,"tract"
,706613.80,3972431.10,"tract"
,706613.10,3972356.20,"tract"
,706614.00,3972423.10,"tract"
,706614.80,3972356.80,"tract"
,706613.60,3972365.90,"tract"
,706613.70,3972403.50,"tract"
,706614.20,3972396.20,"tract"
,706613.10,3972353.40,"tract"
,706614.30,3972422.80,"tract"
,706613.30,3972372.20,"tract"
,706614.40,3972358.60,"tract"
,706614.60,3972358.40,"tract"
,706614.50,3972379.60,"tract"
,706613.90,3972419.30,"tract"
,706614.40,3972387.20,"tract"
,706614.00,3972449.40,"tract"
,706596.40,3972420.50,"tract"
,706595.70,3972453.20,"tract"
,706596.50,3972374.80,"tract"
,706596.40,3972378.30,"tract"
,706595.80,3972364.20,"tract"
,706596.40,3972389.40,"tract"
,706594.90,3972388.40,"tract"
,706594.90,3972443.70,"tract"
,706596.20,3972436.90,"tract"
,706595.70,3972409.40,"tract"
,706595.70,3972413.90,"tract"
,706595.40,3972413.40,"tract"
,706596.10,3972396.80,"tract"
,706596.80,3972393.90,"tract"
,706595.00,3972406.30,"tract"
,706595.60,3972397.10,"tract"
,706596.00,3972408.50,"tract"
,706594.90,3972386.00,"tract"
,706595.30,3972444.40,"tract"
,706595.60,3972383.90,"tract"
,706595.70,3972375.00,"tract"
,706594.90,3972436.80,"tract"
,706596.50,3972370.80,"tract"
,706595.90,3972396.90,"tract"
,706596.70,3972399.90,"tract"
,706595.60,3972451.10,"tract"
,706577.20,3972357.60,"tract"
,706577.20,3972441.60,"tract"
,706577.70,3972428.10,"tract"
,706577.30,3972444.80,"tract"
,706577.70,3972443.30,"tract"
,706578.50,3972453.60,"tract"
,706577.60,3972398.90,"tract"
,706578.50,3972389.80,"tract"
,706578.30,3972378.60,"tract"
,706577.30,3972454.40,"tract"
,706578.10,3972401.80,"tract"
,706576.90,3972369.50,"tract"
,706577.30,3972398.60,"tract"
,706578.70,3972396.40,"tract"
,706576.90,3972418.30,"tract"
,706576.80,3972423.90,"tract"
,706577.40,3972450.20,"tract"
,706577.00,3972419.90,"tract"
,706576.90,3972373.70,"tract"
,706577.30,3972394.90,"tract"
,706576.80,3972449.70,"tract"
,706577.90,3972390.20,"tract"
,706576.80,3972394.40,"tract"
,706578.30,3972390.00,"tract"
,706578.10,3972437.40,"tract"
,706578.20,3972360.90,"tract"
,706578.70,3972447.40,"tract"
,706578.40,3972421.70,"tract"
,706577.70,3972423.10,"tract"
,706578.20,3972419.40,"tract"
,706578.30,3972391.90,"tract"
,706627.40,3972344.30,"tract"
,706609.00,3972307.60,"tract"
,706610.80,3972308.10,"tract"
,706610.60,3972315.80,"tract"
,706609.10,3972320.10,"tract"
,706610.30,3972329.90,"tract"
,706609.20,3972302.20,"tract"
,706609.40,3972315.30,"tract"
,706610.90,3972327.90,"tract"
,706609.40,3972330.30,"tract"
,706610.20,3972318.80,"tract"
,706609.60,3972345.40,"tract"
,706610.40,3972336.30,"tract"
,706610.60,3972309.60,"tract"
,706610.90,3972306.30,"tract"
,706609.40,3972347.30,"tract"
,706610.80,3972339.60,"tract"
,706609.50,3972331.00,"tract"
,706609.60,3972311.80,"tract"
,706611.00,3972339.40,"tract"
,706609.10,3972329.00,"tract"
,706609.90,3972317.20,"tract"
,706609.30,3972336.40,"tract"
,706609.20,3972330.10,"tract"
,706609.50,3972322.40,"tract"
,706592.60,3972308.40,"tract"
,706594.10,3972301.90,"tract"
,706594.40,3972346.60,"tract"
,706593.50,3972333.50,"tract"
,706594.00,3972331.60,"tract"
,706594.00,3972329.40,"tract"
,706592.90,3972349.20,"tract"
,706593.50,3972349.10,"tract"
,706594.40,3972346.40,"tract"
,706576.60,3972330.40,"tract"
,706576.90,3972310.80,"tract"
,706577.50,3972345.90,"tract"
,706576.10,3972351.90,"tract"
,706506.40,3972417.20,"tract"
,706505.80,3972421.80,"tract"
,706505.40,3972454.10,"tract"
,706505.20,3972407.30,"tract"
,706505.10,3972405.00,"tract"
,706504.80,3972406.60,"tract"
,706505.70,3972417.60,"tract"
,706506.20,3972417.20,"tract"
,706505.00,3972441.00,"tract"
,706506.30,3972447.80,"tract"
,706505.60,3972422.40,"tract"
,706506.50,3972440.50,"tract"
,706506.60,3972451.30,"tract"
,706504.80,3972451.70,"tract"
,706505.50,3972400.30,"tract"
,706505.40,3972420.70,"tract"
,706505.20,3972427.80,"tract"
,706505.20,3972427.70,"tract"
,706505.50,3972428.70,"tract"
,706506.40,3972399.30,"tract"
,706506.30,3972404.10,"tract"
,706506.60,3972409.60,"tract"
,706506.20,3972425.90,"tract"
,706506.60,3972426.40,"tract"
,706505.20,3972400.40,"tract"
,706506.50,3972427.70,"tract"
,706506.50,3972440.50,"tract"
,706506.20,3972454.30,"tract"
,706506.50,3972399.50,"tract"
,706505.00,3972399.20,"tract"
,706505.00,3972453.90,"tract"
,706506.20,3972444.60,"tract"
,706505.30,3972410.40,"tract"
,706505.90,3972405.90,"tract"
,706505.50,3972416.10,"tract"
,706505.90,3972442.30,"tract"
,706504.90,3972426.80,"tract"
,706505.30,3972436.70,"tract"
,706506.20,3972437.30,"tract"
,706505.50,3972451.30,"tract"
,706505.40,3972437.20,"tract"
,706506.20,3972408.40,"tract"
,706506.60,3972422.70,"tract"
,706504.90,3972453.60,"tract"
,706504.90,3972432.60,"tract"
,706506.30,3972442.10,"tract"
,706506.60,3972399.20,"tract"
,706505.50,3972406.20,"tract"
,706506.60,3972433.10,"tract"
,706505.90,3972401.50,"tract"
,706506.60,3972440.00,"tract"
,706506.50,3972404.20,"tract"
,706506.00,3972405.20,"tract"
,706505.60,3972454.60,"tract"
,706504.80,3972445.30,"tract"
,706506.10,3972432.90,"tract"
,706506.30,3972445.90,"tract"
,706504.90,3972451.70,"tract"
,706506.60,3972423.30,"tract"
,706506.10,3972425.30,"tract"
,706505.30,3972404.30,"tract"
,706504.70,3972414.30,"tract"
,706504.90,3972447.30,"tract"
,706505.20,3972435.20,"tract"
,706506.30,3972404.00,"tract"
,706504.80,3972426.20,"tract"
,706505.70,3972409.80,"tract"
,706505.20,3972448.40,"tract"
,706505.20,3972400.50,"tract"
,706506.50,3972424.80,"tract"
,706505.30,3972452.50,"tract"
,706505.00,3972448.40,"tract"
,706505.20,3972453.00,"tract"
,706505.90,3972428.70,"tract"
,706506.10,3972455.20,"tract"
,706505.30,3972436.70,"tract"
,706505.50,3972413.80,"tract"
,706504.70,3972403.90,"tract"
,706504.70,3972442.20,"tract"
,706504.80,3972411.60,"tract"
,706505.60,3972416.30,"tract"
,706506.50,3972451.80,"tract"
,706506.00,3972454.00,"tract"
,706506.50,3972453.20,"tract"
,706506.60,3972414.60,"tract"
,706505.10,3972450.90,"tract"
,706506.40,3972409.90,"tract"
,706504.80,3972434.10,"tract"
,706505.40,3972399.00,"tract"
,706505.30,3972426.50,"tract"
,706505.40,3972431.30,"tract"
,706505.90,3972447.50,"tract"
,706506.00,3972448.40,"tract"
,706505.50,3972438.30,"tract"
,706505.00,3972446.10,"tract"
,706505.10,3972423.30,"tract"
,706505.40,3972404.80,"tract"
,706506.40,3972430.60,"tract"
,706506.10,3972407.90,"tract"
,706505.00,3972413.30,"tract"
,706505.00,3972441.40,"tract"
,706504.90,3972445.50,"tract"
,706504.90,3972438.60,"tract"
,706505.40,3972418.20,"tract"
,706506.30,3972436.00,"tract"
,706505.80,3972439.70,"tract"
,706505.00,3972455.10,"tract"
,706506.60,3972445.40,"tract"
,706505.50,3972436.10,"tract"
,706506.70,3972446.40,"tract"
,706505.90,3972408.80,"tract"
,706505.60,3972409.20,"tract"
,706504.80,3972428.70,"tract"
,706504.80,3972419.00,"tract"
,706520.40,3972427.00,"tract"
,706519.10,3972453.30,"tract"
,706519.40,3972454.90,"tract"
,706520.10,3972431.30,"tract"
,706519.30,3972444.70,"tract"
,706518.70,3972410.90,"tract"
,706519.70,3972439.70,"tract"
,706519.60,3972444.80,"tract"
,706519.60,3972449.20,"tract"
,706520.60,3972432.30,"tract"
,706519.50,3972450.00,"tract"
,706520.60,3972434.50,"tract"
,706520.40,3972455.30,"tract"
,706520.30,3972439.30,"tract"
,706519.80,3972415.90,"tract"
,706520.30,3972433.30,"tract"
,706519.30,3972401.30,"tract"
,706520.40,3972430.80,"tract"
,706520.30,3972437.80,"tract"
,706519.80,3972418.40,"tract"
,706520.70,3972400.20,"tract"
,706519.40,3972451.70,"tract"
,706519.30,3972414.50,"tract"
,706519.20,3972412.10,"tract"
,706519.20,3972412.00,"tract"
,706519.50,3972447.60,"tract"
,706518.90,3972428.10,"tract"
,706519.40,3972399.40,"tract"
,706520.40,3972425.50,"tract"
,706520.20,3972401.60,"tract"
,706519.10,3972407.00,"tract"
,706519.40,3972437.10,"tract"
,706520.20,3972408.40,"tract"
,706519.90,3972450.50,"tract"
,706519.00,3972455.10,"tract"
,706518.90,3972429.20,"tract"
,706519.10,3972411.00,"tract"
,706519.90,3972435.50,"tract"
,706520.70,3972433.20,"tract"
,706520.60,3972430.60,"tract"
,706519.50,3972434.30,"tract"
,706520.10,3972446.80,"tract"
,706519.00,3972415.70,"tract"
,706519.90,3972432.00,"tract"
,706519.50,3972446.30,"tract"
,706519.90,3972442.90,"tract"
,706518.80,3972408.10,"tract"
,706520.30,3972449.70,"tract"
,706520.10,3972447.00,"tract"
,706519.10,3972404.80,"tract"
,706519.90,3972438.40,"tract"
,706520.60,3972447.50,"tract"
,706519.80,3972407.60,"tract"
,706519.90,3972439.50,"tract"
,706520.60,3972429.50,"tract"
,706518.90,3972455.10,"tract"
,706518.90,3972417.30,"tract"
,706519.60,3972454.60,"tract"
,706520.00,3972418.00,"tract"
,706520.10,3972437.10,"tract"
,706520.30,3972408.20,"tract"
,706519.60,3972427.20,"tract"
,706520.10,3972443.90,"tract"
,706519.20,3972421.20,"tract"
,706520.10,3972451.50,"tract"
,706519.70,3972441.10,"tract"
,706519.60,3972416.10,"tract"
,706519.00,3972453.00,"tract"
,706519.00,3972423.00,"tract"
,706534.40,3972405.60,"tract"
,706534.30,3972440.40,"tract"
,706534.00,3972441.10,"tract"
,706533.80,3972419.30,"tract"
,706533.60,3972426.80,"tract"
,706533.10,3972453.90,"tract"
,706533.70,3972421.40,"tract"
,706534.50,3972426.20,"tract"
,706533.50,3972442.20,"tract"
,706533.90,3972410.90,"tract"
,706533.50,3972447.40,"tract"
,706533.60,3972454.10,"tract"
,706533.40,3972436.70,"tract"
,706532.70,3972444.10,"tract"
,706533.60,3972416.30,"tract"
,706532.70,3972401.40,"tract"
,706533.00,3972403.40,"tract"
,706533.80,3972417.70,"tract"
,706533.10,3972439.60,"tract"
,706533.00,3972452.80,"tract"
,706533.20,3972428.30,"tract"
,706533.00,3972421.10,"tract"
,706532.80,3972448.30,"tract"
,706534.20,3972413.50,"tract"
,706534.60,3972437.40,"tract"
,706533.10,3972447.90,"tract"
,706533.90,3972399.20,"tract"
,706534.20,3972446.00,"tract"
,706532.80,3972416.80,"tract"
,706533.70,3972436.60,"tract"
,706534.30,3972421.70,"tract"
,706533.30,3972414.00,"tract"
,706532.90,3972407.10,"tract"
,706534.00,3972404.40,"tract"
,706532.80,3972400.50,"tract"
,706533.70,3972426.30,"tract"
,706533.60,3972422.80,"tract"
,706534.50,3972433.00,"tract"
,706534.30,3972434.70,"tract"
,706533.10,3972432.90,"tract"
,706534.10,3972409.10,"tract"
,706533.20,3972414.10,"tract"
,706533.20,3972438.70,"tract"
,706533.00,3972429.80,"tract"
,706533.80,3972434.80,"tract"
,706533.80,3972420.30,"tract"
,706533.30,3972417.60,"tract"
,706533.60,3972421.50,"tract"
,706534.10,3972435.30,"tract"
,706534.50,3972443.80,"tract"
,706533.00,3972452.70,"tract"
,706533.10,3972425.30,"tract"
,706533.40,3972422.10,"tract"
,706533.70,3972435.30,"tract"
,706532.70,3972405.80,"tract"
,706533.80,3972421.60,"tract"
,706534.60,3972447.10,"tract"
,706533.80,3972437.30,"tract"
,706534.30,3972435.60,"tract"
,706533.40,3972410.00,"tract"
,706534.40,3972446.70,"tract"
,706534.20,3972433.20,"tract"
,706533.60,3972412.40,"tract"
,706533.20,3972422.20,"tract"
,706532.80,3972451.50,"tract"
,706534.10,3972424.00,"tract"
,706534.50,3972415.90,"tract"
,706533.20,3972408.80,"tract"
,706548.10,3972410.80,"tract"
,706546.90,3972448.10,"tract"
,706547.70,3972450.30,"tract"
,706548.00,3972417.60,"tract"
,706547.40,3972423.90,"tract"
,706546.70,3972419.40,"tract"
,706548.60,3972413.40,"tract"
,706548.60,3972426.50,"tract"
,706547.00,3972402.90,"tract"
,706546.90,3972411.90,"tract"
,706547.90,3972427.30,"tract"
,706547.00,3972421.30,"tract"
,706548.00,3972451.70,"tract"
,706546.90,3972422.50,"tract"
,706546.90,3972424.10,"tract"
,706547.50,3972436.60,"tract"
,706548.30,3972417.50,"tract"
,706547.80,3972428.80,"tract"
,706547.80,3972416.10,"tract"
,706548.00,3972424.20,"tract"
,706546.80,3972401.10,"tract"
,706547.60,3972453.20,"tract"
,706561.70,3972445.70,"tract"
,706561.80,3972448.50,"tract"
,706561.60,3972436.10,"tract"
,706561.50,3972408.10,"tract"
,706561.70,3972450.90,"tract"
,706561.20,3972406.10,"tract"
,706560.70,3972410.90,"tract"
,706561.60,3972430.40,"tract"
,706561.20,3972413.50,"tract"
,706561.10,3972428.60,"tract"
,706562.40,3972445.60,"tract"
,706560.80,3972425.20,"tract"
,706562.00,3972410.60,"tract"
,706562.10,3972406.40,"tract"
,706560.90,3972440.70,"tract"
,706562.70,3972432.80,"tract"
,706560.90,3972408.40,"tract"
,706561.90,3972430.40,"tract"
,706562.10,3972435.40,"tract"
,706561.40,3972434.30,"tract"
,706562.50,3972444.60,"tract"
,706561.60,3972450.40,"tract"
,706561.10,3972405.90,"tract"
,706561.10,3972434.60,"tract"
,706561.40,3972442.60,"tract"
,706561.20,3972420.30,"tract"
,706562.00,3972445.60,"tract"
,706561.50,3972414.20,"tract"
,706562.50,3972399.60,"tract"
,706561.40,3972431.60,"tract"
,706562.50,3972422.30,"tract"
,706562.20,3972437.40,"tract"
,706504.70,3972373.60,"tract"
,706504.50,3972370.50,"tract"
,706504.90,3972382.40,"tract"
,706505.20,3972355.00,"tract"
,706505.60,3972384.40,"tract"
,706504.70,3972366.80,"tract"
,706505.20,3972392.90,"tract"
,706504.60,3972368.00,"tract"
,706504.60,3972379.40,"tract"
,706505.50,3972365.70,"tract"
,706505.10,3972391.80,"tract"
,706504.60,3972395.50,"tract"
,706506.20,3972354.50,"tract"
,706504.60,3972374.60,"tract"
,706504.60,3972352.80,"tract"
,706505.60,3972391.10,"tract"
,706505.30,3972361.90,"tract"
,706506.10,3972393.00,"tract"
,706504.90,3972365.70,"tract"
,706505.20,3972359.00,"tract"
,706506.30,3972392.90,"tract"
,706506.40,3972388.70,"tract"
,706504.90,3972376.20,"tract"
,706518.70,3972353.90,"tract"
,706518.50,3972368.60,"tract"
,706518.90,3972354.90,"tract"
,706519.10,3972361.60,"tract"
,706518.60,3972356.90,"tract"
,706519.30,3972368.50,"tract"
,706519.20,3972380.90,"tract"
,706518.50,3972396.80,"tract"
,706519.00,3972371.20,"tract"
,706518.60,3972396.10,"tract"
,706519.00,3972360.70,"tract"
,706519.20,3972367.60,"tract"
,706520.20,3972356.40,"tract"
,706520.40,3972396.80,"tract"
,706518.70,3972390.40,"tract"
,706520.30,3972368.90,"tract"
,706519.00,3972384.80,"tract"
,706518.80,3972375.70,"tract"
,706519.00,3972368.80,"tract"
,706519.20,3972379.60,"tract"
,706520.00,3972368.80,"tract"
,706519.00,3972384.60,"tract"
,706519.20,3972398.10,"tract"
,706519.40,3972386.60,"tract"
,706519.40,3972386.10,"tract"
,706519.00,3972359.00,"tract"
,706520.40,3972360.10,"tract"
,706519.50,3972392.00,"tract"
,706518.70,3972352.90,"tract"
,706519.60,3972384.00,"tract"
,706519.90,3972375.30,"tract"
,706518.90,3972393.40,"tract"
,706519.10,3972361.60,"tract"
,706518.70,3972359.20,"tract"
,706519.80,3972396.20,"tract"
,706520.20,3972385.40,"tract"
,706519.80,3972364.20,"tract"
,706519.20,3972356.70,"tract"
,706518.60,3972380.90,"tract"
,706519.60,3972362.00,"tract"
,706519.20,3972365.10,"tract"
,706518.90,3972392.00,"tract"
,706520.00,3972367.10,"tract"
,706519.90,3972360.10,"tract"
,706519.80,3972387.10,"tract"
,706519.80,3972363.30,"tract"
,706519.10,3972361.00,"tract"
,706519.60,3972392.00,"tract"
,706519.50,3972394.60,"tract"
,706520.10,3972397.10,"tract"
,706520.10,3972376.60,"tract"
,706518.50,3972393.50,"tract"
,706520.10,3972358.10,"tract"
,706518.60,3972391.90,"tract"
,706519.40,3972384.90,"tract"
,706518.80,3972362.60,"tract"
,706519.90,3972362.60,"tract"
,706520.30,3972395.90,"tract"
,706518.90,3972368.30,"tract"
,706519.80,3972356.60,"tract"
,706519.90,3972367.00,"tract"
,706520.00,3972383.70,"tract"
,706519.50,3972361.70,"tract"
,706519.70,3972358.50,"tract"
,706519.40,3972372.10,"tract"
,706518.80,3972376.50,"tract"
,706519.30,3972355.70,"tract"
,706519.70,3972386.10,"tract"
,706518.90,3972391.20,"tract"
,706519.00,3972372.00,"tract"
,706518.70,3972369.40,"tract"
,706518.70,3972378.20,"tract"
,706519.70,3972389.30,"tract"
,706520.40,3972391.90,"tract"
,706519.50,3972394.50,"tract"
,706520.00,3972388.30,"tract"
,706519.00,3972392.60,"tract"
,706519.10,3972353.20,"tract"
,706519.60,3972391.00,"tract"
,706519.90,3972378.40,"tract"
,706518.80,3972391.90,"tract"
,706518.90,3972363.30,"tract"
,706518.50,3972390.50,"tract"
,706519.90,3972388.40,"tract"
,706518.80,3972376.10,"tract"
,706519.80,3972365.00,"tract"
,706520.30,3972386.40,"tract"
,706519.30,3972381.90,"tract"
,706519.60,3972378.40,"tract"
,706518.60,3972395.80,"tract"
,706518.70,3972359.60,"tract"
,706519.20,3972386.80,"tract"
,706518.50,3972358.00,"tract"
,706520.40,3972367.70,"tract"
,706519.90,3972398.80,"tract"
,706519.30,3972369.00,"tract"
,706520.00,3972385.30,"tract"
,706519.00,3972375.50,"tract"
,706520.40,3972381.40,"tract"
,706519.60,3972384.50,"tract"
,706520.20,3972377.90,"tract"
,706520.10,3972387.40,"tract"
,706520.40,3972372.60,"tract"
,706519.20,3972366.40,"tract"
,706519.50,3972396.30,"tract"
,706519.90,3972354.40,"tract"
,706518.70,3972397.70,"tract"
,706519.60,3972365.20,"tract"
,706520.30,3972363.30,"tract"
,706520.00,3972354.80,"tract"
,706519.10,3972397.20,"tract"
,706519.10,3972395.10,"tract"
,706519.20,3972371.10,"tract"
,706519.10,3972357.20,"tract"
,706519.20,3972398.10,"tract"
,706520.30,3972369.80,"tract"
,706519.20,3972379.10,"tract"
,706518.80,3972365.30,"tract"
,706519.70,3972383.40,"tract"
,706518.70,3972377.00,"tract"
,706519.90,3972391.90,"tract"
,706518.60,3972381.40,"tract"
,706520.00,3972355.10,"tract"
,706519.90,3972392.50,"tract"
,706519.10,3972383.40,"tract"
,706519.10,3972355.40,"tract"
,706518.90,3972375.50,"tract"
,706518.50,3972373.20,"tract"
,706519.20,3972365.60,"tract"
,706519.60,3972372.60,"tract"
,706533.00,3972372.90,"tract"
,706534.30,3972379.70,"tract"
,706534.10,3972384.40,"tract"
,706533.70,3972368.90,"tract"
,706532.60,3972393.90,"tract"
,706533.60,3972367.50,"tract"
,706532.80,3972360.40,"tract"
,706533.50,3972358.90,"tract"
,706533.00,3972381.10,"tract"
,706533.00,3972381.80,"tract"
,706532.90,3972391.70,"tract"
,706534.30,3972388.50,"tract"
,706532.90,3972362.00,"tract"
,706533.20,3972362.30,"tract"
,706533.60,3972354.40,"tract"
,706533.70,3972379.40,"tract"
